"nodegoat ID","Object ID",Name,"Source Object ID","Source Value",Analysis,"MIGMAG Study Region","MIGMAG Study Region - Object ID",Region,"Region - Object ID","Partner Project ID (add GPS location below)","Pleiades Link","DAI Gazetteer Link","ToposText Link","Geography and topography","Geography and topography - Object ID",Notes,"[GPS Location] Sub-Object ID","[GPS Location] Location Reference","[GPS Location] Location Reference - Object ID","[GPS Location] Geometry"
ngAH4E08mBRS5BxukCT8lpxzbAu,13038440,Cyinda,,,,"Southern Anatolia",11945195,"Cilicia Aspera",12409559,,,,,"Mountain pass",13960733,"Kundu/Kyinda is mentioned in Akkadian royal inscriptions of the seventh-century-BC Assyrian king Esarhaddon.

The location of it is uncertain. Sometimes it is identified with the Hellenistic fortress on Mount Karasis, and sometimes with Anazarbos.",19987902,,0,"{""type"": ""Point"", ""coordinates"": [35.123450843768, 37.001591602794]}"
ngTA8r58fUgL6UqndTM37iqQuTH,13561685,Anazarbos,,,,"Southern Anatolia",11945195,"Cilicia Pedias",12409558,,https://pleiades.stoa.org/places/658378,https://gazetteer.dainst.org/place/2280266,https://topostext.org/place/372359UAna,Uplands,14016048,"Ἀνάζαρβα - Anazarbos, Kaisareia, or Ioustinianoupolis, an ancient town and medieval Armenian castle Anavarza, E of Dilekkaya, Adana, Turkey.
Anazarbos or Anazarbus was an ancient city of Cilicia; its extensive multi-period archaeological remains are located adjacent to the modern village of Dilekkaya in the Kozan district of Turkey's Adana province. Anazarbos became the capital of Cilicia Secunda in the later Roman empire. The city was rebuilt in 527 following an earthquake and destroyed by Mamluk forces in 1374.

Sometimes considered to be Cyinda",20627263,,0,"{""type"": ""Point"", ""coordinates"": [35.898447, 37.256021]}"
ngTA8r58fUgL6UqndTM37iqQuTH,13561685,Anazarbos,,,,"Southern Anatolia",11945195,"Cilicia Pedias",12409558,,https://pleiades.stoa.org/places/658378,https://gazetteer.dainst.org/place/2280266,https://topostext.org/place/372359UAna,"Mountain pass",13960733,"Ἀνάζαρβα - Anazarbos, Kaisareia, or Ioustinianoupolis, an ancient town and medieval Armenian castle Anavarza, E of Dilekkaya, Adana, Turkey.
Anazarbos or Anazarbus was an ancient city of Cilicia; its extensive multi-period archaeological remains are located adjacent to the modern village of Dilekkaya in the Kozan district of Turkey's Adana province. Anazarbos became the capital of Cilicia Secunda in the later Roman empire. The city was rebuilt in 527 following an earthquake and destroyed by Mamluk forces in 1374.

Sometimes considered to be Cyinda",20627263,,0,"{""type"": ""Point"", ""coordinates"": [35.898447, 37.256021]}"
ngFM1F98rFcXqGcBpF07rucKgFT,13562119,Aspendos,,,,None,11945199,Pamphylia,14007082,,https://pleiades.stoa.org/places/638776,https://gazetteer.dainst.org/place/2280268,https://topostext.org/place/369312PAsp,"Agricultural plain",13960736,"Located on the Eurymedon River.",19996450,,0,"{""type"": ""Point"", ""coordinates"": [31.172222, 36.938889]}"
ngFM1F98rFcXqGcBpF07rucKgFT,13562119,Aspendos,,,,None,11945199,Pamphylia,14007082,,https://pleiades.stoa.org/places/638776,https://gazetteer.dainst.org/place/2280268,https://topostext.org/place/369312PAsp,"River valley",13960732,"Located on the Eurymedon River.",19996450,,0,"{""type"": ""Point"", ""coordinates"": [31.172222, 36.938889]}"
ngHO2D18tIeZ6IefrHg9sweEiIV,14186021,"Mandra Tepe - Thebe",,,,"Western Anatolia",11945194,Aiolis,12409581,,,,,"Agricultural plain",13960736,"Located in the fertile Thebe plain (modern Edremit plain).",,,,
ngHO2D18tIeZ6IefrHg9sweEiIV,14186021,"Mandra Tepe - Thebe",,,,"Western Anatolia",11945194,Aiolis,12409581,,,,,Hillside,13960731,"Located in the fertile Thebe plain (modern Edremit plain).",,,,
ngQX5C68cRXI6RnQaRZ49fnlrQE,12150556,"Thebes - Thiva",,,,"Central Greece",11945198,Boiotia,12411990,,https://pleiades.stoa.org/places/541138,https://gazetteer.dainst.org/place/2308218,https://topostext.org/place/383233PThe,"Agricultural plain",13960736,"Thiva/Thebes is situated on a low ridge dividing the surrounding fertile plain.",18405332,,0,"{""type"": ""Point"", ""coordinates"": [23.317577, 38.319156]}"
ngYF6G48kYPQ4ZvKiAH2invZzZs,14185964,"Tell el-Herr",,,,None,11945199,"North Africa",12409577,,,,,Uplands,14016048,"ocated in northwest Sinai, some km from the coast. Primarily an Achaemenid period fortress, with some Hellenistic occupation.

See: https://shs.hal.science/halshs-03597587/document",20815012,,0,"{""type"": ""Point"", ""coordinates"": [32.67539978027344, 30.97787667782654]}"
ngKR2K48wKBCwLhGuL52wzhZlMY,12375024,"Ras el Basit",,,,None,11945199,Levant,12409561,,https://pleiades.stoa.org/places/668340,https://gazetteer.dainst.org/place/2295361,,Coastal,13960730,"Or Greek: Ποσιδήιον (Poseidion)

Occupied from the Middle Bronze Age to the Late Roman period. Late Bronze Age zenith and seems to partly replace Ugarit's role in trade in the Early Iron Age. Linked to Amphilocus in Greek sources.",18545018,,0,"{""type"": ""Point"", ""coordinates"": [35.824785, 35.847777]}"
ngJQ2J38vJQBwKgztJC13ygCkJd,12375023,"Tell Mardikh",,,,None,11945199,Levant,12409561,,,https://gazetteer.dainst.org/place/2280354,,"Agricultural plain",13960736,"Ebla. Sumerian: 𒌈𒆷 eb₂-la,[1] Arabic: إبلا, modern: تل مرديخ, Tell Mardikh.

Occupation from Early Bronze Age until Iron Age, with period of greatest strength in the EBA, during which the kingdom of Ebla was a major regional player. Large archive.",18545029,,0,"{""type"": ""Point"", ""coordinates"": [36.79832, 35.79905]}"
ngMT2E68yOTE8NjgwOV4zbjZnMA,12375026,"Tell Qarqur",,,,None,11945199,Levant,12409561,,,https://gazetteer.dainst.org/place/2043190,,"Agricultural plain",13960736,"Occupied from the Pre-Pottery Neolithic to the medieval period. Well known for the Battle of Qarqar as recorded on the Kurhk Monolith and other Neo-Assyrian records. Two-mounded tell site.",18545028,,0,"{""type"": ""Point"", ""coordinates"": [36.32109, 35.74313]}"
ngOV2G88aQFGyPlSyPn6ydlDpQC,12375028,"Tell Kazel",,,,None,11945199,Levant,12409561,,,https://gazetteer.dainst.org/place/2043185,,Coastal,13960730,"Simyra or Zemar (Egyptian Smr Akkadian Sumuru or Assyrian Simirra).

Occupied from the Late Bronze Age to the Hellenistic period, with a large Hellenistic necropolis. Well known as an important trade town from the Amarna archive.",18545027,,0,"{""type"": ""Point"", ""coordinates"": [35.98909, 34.7142]}"
ngZG3D98lBQR1AwRjZ072owEaZN,12375039,"Tel Shiqmona",,,,None,11945199,Levant,12409561,,https://pleiades.stoa.org/places/678404,https://gazetteer.dainst.org/place/2338668,,Coastal,13960730,"Or Sykaminon (Συκάμινον).

Associated with the Phoenicians in Greek sources. Occupied from the Late Bronze Age to the Late Roman period.",18545011,,0,"{""type"": ""Point"", ""coordinates"": [34.9554726, 32.8246398]}"
ngAH4E08mBnS0BxMkCT82pxTbBu,12375040,"Tel Dor",,,,None,11945199,Levant,12409561,,,,,Coastal,13960730,"Or Khirbet el-Burj.

Occupied from the Middle Bronze Age to the medieval period ( Crusader).",18545007,,0,"{""type"": ""Point"", ""coordinates"": [34.91668262748991, 32.61696577329815]}"
ngBI4F18nCyT5CyrlB29lqywcCP,12375041,Jaffa,,,,None,11945199,Levant,12409561,,https://pleiades.stoa.org/places/687931,https://gazetteer.dainst.org/place/2118607,,Coastal,13960730,"Or Tel Yafo. Coastal city occupied from the Middle Bronze Ae onwards to the present day, becoming the modern city of Tel Aviv.",18545010,,0,"{""type"": ""Point"", ""coordinates"": [34.7499295, 32.053079]}"
ngJQ4J98vLAB2KghtJ07uygKkJd,12375049,"Tell Megadim",,,,None,11945199,Levant,12409561,,,,,Coastal,13960730,"Or Tell Saḥar.

Occupied from the Chalcolithic period onwards, with particularly full occupation phases in the Achaemenid period.",18545032,,0,"{""type"": ""Point"", ""coordinates"": [34.961259936447384, 32.73767523880777]}"
ngLS5X18xLSD4MijvLE96aigmLZ,12375051,"Tel Yokneam",,,,None,11945199,Levant,12409561,,https://pleiades.stoa.org/places/180354033,,,Uplands,14016048,"Or Jokneam. Occupied almost continuously from the Chalcolithic period onwards. Large scale Crusader castle and Ottoman fortress. Densely occupied and heavily fortified during the Achaemenid period.",18545043,,0,"{""type"": ""Point"", ""coordinates"": [35.108936135777, 32.664375716898]}"
ngNU5V38zPUF4OkJxNG15ckKoPB,12375053,"Tell Ta'anach",,,,None,11945199,Levant,12409561,,https://pleiades.stoa.org/places/678418,,,Uplands,14016048,"Or Ti’innik. Occupied from Bronze Age through to Late Roman period, with a modern village. Archive of the Neo-Assyrian period included references to significant numbers of individuals with Hurrian names.",18545042,,0,"{""type"": ""Point"", ""coordinates"": [35.220456, 32.519768]}"
ngFM4F58rGWXqGcRpFY39ucOgFz,12375045,"Tell Dan",,,,None,11945199,Levant,12409561,,https://pleiades.stoa.org/places/678109,https://gazetteer.dainst.org/place/2043654,,"Agricultural plain",13960736,"Also known as Laish/Leshem from Biblical sources.

Occupied from the Early Bronze Age to the Late Roman period. Known especially for the Tell Dan Stele of the 9th century. Current excavations: https://www.teldanexcavations.com/",18545047,,0,"{""type"": ""Point"", ""coordinates"": [35.652834, 33.242223]}"
ngGN4K68sGNY6HdCqIP48vdHhGa,12375046,Nahariya,,,,None,11945199,Levant,12409561,,https://pleiades.stoa.org/places/678300,,,Coastal,13960730,"Modern city, with ancient remains dating back at least to the Middle Bronze Age. Good Iron Age levels.",18545046,,0,"{""type"": ""Point"", ""coordinates"": [35.095194, 33.003565]}"
ngIP4I88uKPA1JfcsIR62xfdjIW,12375048,"Tel Keisan",,,,None,11945199,Levant,12409561,,,,,"Agricultural plain",13960736,"Occupied from the Chalcolithic period onwards. Thought to have been an important supply town for Acre/Akko.

Current excavations: https://keisan.uchicago.edu/",18545031,,0,"{""type"": ""Point"", ""coordinates"": [35.147664015342656, 32.874726992199605]}"
ngMT5Y28yMDE4NjYwNV0wbjNnMg,12375052,"Tel Qiri",,,,None,11945199,Levant,12409561,,,,,Uplands,14016048,"Occupied from the Neolithic to the Late Roman periods.",18545033,,0,"{""type"": ""Point"", ""coordinates"": [35.114722, 32.643889]}"
ngOV5A48aPlG8PliyPX26dlBpPC,12375054,Samaria,,,,None,11945199,Levant,12409561,,,https://gazetteer.dainst.org/place/2043639,,Uplands,14016048,"Also known as ""Bet Ḥumri"" (Akkadian), Shamerayin (Aramaic), and Samirin. Renamed 'Sebasteia' in honour of Augustus in the early Roman period.

Well known from Neo-Assyrian sources. Iron Age city, capital of the northern kingdom os Israel in the 9th and 8th centuries BCE. Well excavated, including an Iron Age palace and an archive of ostraka.",18545048,,0,"{""type"": ""Point"", ""coordinates"": [35.195, 32.276111]}"
ngQX5C68cRXIcRnCaQJ46fnNrRE,12375056,"Tel Michal",,,,None,11945199,Levant,12409561,,https://pleiades.stoa.org/places/361164677,,,Coastal,13960730,"Occupied from Middle Bronze Age, with several destruction levels and gaps, until the Late Roman Period. Good Iron Age and Achaemenid levels. Roman fortress.",18545040,,0,"{""type"": ""Point"", ""coordinates"": [34.7971931, 32.1595828]}"
ngRY5D78dSIJcSoJbTK5cgoGsTF,12375057,Yavneh-Yam,,,,None,11945199,Levant,12409561,,https://pleiades.stoa.org/places/687926,https://gazetteer.dainst.org/place/2043682,,Coastal,13960730,"Occupied in Bronze and Iron Ages, large fortified site. Port settlement in Hellenistic and Roman times. Remains occupied until 12th century and medieval period. Known especially for a 7th century inscription in Hebrew with a Judaean name.",18545039,,0,"{""type"": ""Point"", ""coordinates"": [34.696549, 31.929643]}"
ngUB6C08gUrM0VrUeU181jrRvWI,12375060,"Tell el-Hesi",,,,None,11945199,Levant,12409561,,https://pleiades.stoa.org/places/720628458,https://gazetteer.dainst.org/place/2096802,,"Agricultural plain",13960736,"Occupied, with some gaps, from Early Bronze Age II until the Hellenistic period. First excavations by Flinders Petrie in 1890.",18545036,,0,"{""type"": ""Point"", ""coordinates"": [34.7307012, 31.5471245]}"
ngUB6C08gUrM0VrUeU181jrRvWI,12375060,"Tell el-Hesi",,,,None,11945199,Levant,12409561,,https://pleiades.stoa.org/places/720628458,https://gazetteer.dainst.org/place/2096802,,"River valley",13960732,"Occupied, with some gaps, from Early Bronze Age II until the Hellenistic period. First excavations by Flinders Petrie in 1890.",18545036,,0,"{""type"": ""Point"", ""coordinates"": [34.7307012, 31.5471245]}"
ngRY5D78dSIJcSolbRq51gomsTF,12440357,Iolkos,,,,None,11945199,Thessaly,12409570,,https://pleiades.stoa.org/places/540837,https://gazetteer.dainst.org/place/2070206,,Hillside,13960731,,18639648,,0,"{""type"": ""Point"", ""coordinates"": [22.96886, 39.366305]}"
ngIP7y48uKZA4JfMsJR24xfJjJc,14185774,"Böçeli Tepe",,,,"Western Anatolia",11945194,Aiolis,12409581,,,,,"Agricultural plain",13960736,"A small hill northwest of Larisa - Buruncuk. Location is only approximate.",20814901,,0,"{""type"": ""Point"", ""coordinates"": [26.976167471980403, 38.69530226430077]}"
ngLS5X18xLSD4MiPvM295aigmLZ,12336551,"Kaisaria Maritima",,,,None,11945199,Levant,12409561,,https://pleiades.stoa.org/places/678401,,,Coastal,13960730,"Port city and major Roman administrative centre, supposedly founded by Herod in the Early Roman period, but likely with some smaller-scale occupation in the Hellensitic period also. Excavations have focused more on the Roman and later periods.",18513210,,0,"{""type"": ""Point"", ""coordinates"": [34.8964316, 32.5018359]}"
ngOV2G88aQFGaPleyQH60dlDpPC,12150528,Damaskos,,,,None,11945199,Levant,12409561,,https://pleiades.stoa.org/places/678106,https://gazetteer.dainst.org/place/2296395,https://topostext.org/place/335363UDam,"Agricultural plain",13960736,"Also spelled as Damascus. Occupied from the Chalcolithic Period to the modern city of the present day.",18405355,,0,"{""type"": ""Point"", ""coordinates"": [36.309102, 33.511612]}"
ngTA5B98fTgL2UqBdUM72iqsuTn,12150559,Tyre,,,,None,11945199,Levant,12409561,,https://pleiades.stoa.org/places/678437,https://gazetteer.dainst.org/place/2283155,https://topostext.org/place/333352PTyr,Coastal,13960730,"Akkadian Ṣurru, Phoenician Ṣūr (𐤑𐤓‎), and Hebrew Ṣōr (צוֹר)

Occupied from the Bronze Age to the present day. First excavations in 1860-1 by Ernst Renan, and many more recent.",18405329,,0,"{""type"": ""Point"", ""coordinates"": [35.2038435, 33.2698475]}"
ngCJ9w48oDJUoDzKmD524rzbdDw,12336494,Sidon,,,,None,11945199,Levant,12409561,,https://pleiades.stoa.org/places/678393,https://gazetteer.dainst.org/place/2283154,,Coastal,13960730,"Ṣīdūn (𐤑𐤃𐤍, ṣdn). Important Phoenician city, occupied from the Bronze Age onwards, beneath a large modern city. Archaeological remains are best known from necropoleis on the outskirts of the city (including the Iron Age royal sarcophagi), and from the suburban shrine of bostan esh-sheikh.

Current excavations: http://www.sidonexcavation.com/",18513222,,0,"{""type"": ""Point"", ""coordinates"": [35.37324, 33.560328]}"
ngLS2H58xLCD9MiZvNE3vaiImNZ,12375025,Ugarit,,,,None,11945199,Levant,12409561,,https://pleiades.stoa.org/places/668295,https://gazetteer.dainst.org/place/2359427,,Coastal,13960730,"Also known as Ras Shamra. 𐎜𐎂𐎗𐎚, ʾUgarītu.

Famous trading emporium and port city of the Bronze Age in particular, although occupation began in the Neolithic period. Kings of Ugarit can be traced in LBA, with extensive archives in several languages and scripts from this period, before the destruction of the city c.1200 BCE.",18545017,,0,"{""type"": ""Point"", ""coordinates"": [35.780703, 35.610222]}"
ngVC6D18hVCN1WsVfXO93ksAwWJ,12375061,Jemmeh,,,,None,11945199,Levant,12409561,,https://pleiades.stoa.org/places/309101265,,,"Agricultural plain",13960736,"Also known as Tell Gamma or Tell Re'im. First excavated by W.J. Pythian-Adamns in 1922, with more recent excavations also. Occupation starts in the Chalclolithic period and runs into the Hellenistic period. In the Late Roman period, the occupation shifted slightly, off the main mound.",18545035,,0,"{""type"": ""Point"", ""coordinates"": [34.4447229, 31.3872195]}"
ngWD6E28iWNO6XtOgWP0jltLxXK,12375062,"Tell Far'ah",,,,None,11945199,Levant,12409561,,https://pleiades.stoa.org/places/589744740,,,Uplands,14016048,"Also known as Beth-Pelet. First excavated by Flinders Petrie in 1928-9, with more recent excavations in early 21st century. Well attested Bronze and Iron Age levels.",18545034,,0,"{""type"": ""Point"", ""coordinates"": [35.337892337972, 32.287195876455]}"
ngKR2G48wMRC9LhGuKD27zhblKe,12150524,"Chalkis - Syria",,,,None,11945199,Levant,12409561,,https://pleiades.stoa.org/places/668226,https://gazetteer.dainst.org/place/2296212,,Uplands,14016048,"Also know as Chalkidiki or Chalcis. Qinnasrin (Arabic: قنسرين; Syriac: ܩܢܫܪܝܢ, romanized: Qinnašrīn, lit. 'Nest of Eagles': Latin: Chalcis ad Belum).

Literary tradition holds that this is a Hellenistic foundation of Seleucus I, with Roman and Late Roman occupation, as well as later being the seat of a bishopric. However, excavations reveal settlement from the EBA onwards, including a fortified location on the nearby hilltop. The earliest mention of the toponym “Qinnasrin” appears in two inscriptions by Tiglat-Pileser III, who recounts his expeditions to Syria between 745 and 727 BC. The stele mentions “the city of Qinasrina [URU.qi‑na‑as‑ri‑na] which is in the steppe”. While we know there is therefore Iron Age occupation, these levels have not yet been uncovered.

https://books.openedition.org/momeditions/13597?lang=en",18405357,,0,"{""type"": ""Point"", ""coordinates"": [37.009719, 36.007956]}"
ngKR2G48wMRC9LhGuKD27zhblKe,12150524,"Chalkis - Syria",,,,None,11945199,Levant,12409561,,https://pleiades.stoa.org/places/668226,https://gazetteer.dainst.org/place/2296212,,"River valley",13960732,"Also know as Chalkidiki or Chalcis. Qinnasrin (Arabic: قنسرين; Syriac: ܩܢܫܪܝܢ, romanized: Qinnašrīn, lit. 'Nest of Eagles': Latin: Chalcis ad Belum).

Literary tradition holds that this is a Hellenistic foundation of Seleucus I, with Roman and Late Roman occupation, as well as later being the seat of a bishopric. However, excavations reveal settlement from the EBA onwards, including a fortified location on the nearby hilltop. The earliest mention of the toponym “Qinnasrin” appears in two inscriptions by Tiglat-Pileser III, who recounts his expeditions to Syria between 745 and 727 BC. The stele mentions “the city of Qinasrina [URU.qi‑na‑as‑ri‑na] which is in the steppe”. While we know there is therefore Iron Age occupation, these levels have not yet been uncovered.

https://books.openedition.org/momeditions/13597?lang=en",18405357,,0,"{""type"": ""Point"", ""coordinates"": [37.009719, 36.007956]}"
ngUB3Y48gWLMfVrCeU524jrHvWI,13814134,"Capo Scalea",,,,"Southern Italy",11945197,Calabria,12409596,,,,,,,,20321275,,0,"{""type"": ""Point"", ""coordinates"": [15.777573, 39.840452]}"
ngPW8f18bPGHaQmXzRI9aemkqQD,13563181,Kremna,,,,None,11945199,Pamphylia,14007082,,https://pleiades.stoa.org/places/638814,https://gazetteer.dainst.org/place/2417398,https://topostext.org/place/375307UKre,,,"Κρῆμνα - Kremna, city of Pisidia-Pamphylia, near modern Çamlık, Antalya, Turkey.
Near the village of Çamlik in the district of Bucak in the province of Burdur. The village is situated on the Tauros 60 km SE of Burdur and 15 km from Bucak. According to Strabo (12.569), Kremna and the other cities of Pisidia were first captured by Amyntas, the commander of the Galatian auxiliary army of Brutus and Cassius, who became king of Galatia and Pisidia on going over to the side of Antonius. Octavian allowed him to remain king until his death in 25 B.C., after which Kremna (Mon.Anc. 28; Strab. 12.569） was made into a Roman colony (Colonia Iulia Augusta [Felix] Cremnena,CIL III, 6873). Coins of the Imperial period were first minted at Kremna during the reign of Hadrian. The donatio given by the emperor Aurelian (270-75) was followed by a period of brilliant prosperity in Kremna, but not long after, in A.D. 276, during the reign of the emperor Probus, the acropolis was occupied by the Isaurian bandit leader Lydios, who used it as a fortress against the Romans, and was thus able to hold out for a considerable time (Zosimos 1.67). Kremna was included in the Byzantine province of Pamphylia, and it is clear that settlement continued there uninterrupted, though on a smaller scale. In 787 Kremna sent a representative to the Second Council of Nicaea. Meanwhile the inhabitants had probably left the steep slopes and settled in what is now the village of Çamlik, which had been a village or suburb of the ancient city, bringing the name of their city with them. Thus Girme, the old name of the Turkish village, is derived from Kremna. According to the last information regarding the city (Not. Dig. 10) Kremna was the administrative center of the province.
In 1874 the site was definitely identified as Kremna by the discovery of a dedicatory inscription containing the name. Excavations were begun in 1970.
Kremna is situated on a hill dominating the valley of the Kastros (Aksu) and extending from E to W across a plateau 1000 m above sea level. The hill is 250 m above the level of the plateau, with sheer slopes on the N, E, and S, so that the city can be approached only from the W. Although on this side it is connected with the plateau by gentle slopes the hill is isolated by a deep ravine formed by flood waters. Thus the topographical situation of the acropolis makes it almost impregnable. The acropolis itself is not level for there are a number of small hills on the N, E, and SE. Most of the public buildings are concentrated within two small valleys, the forum and the basilica situated at the junction of the two valleys. To the N of the forum are cisterns, and to the S the library (?). The theater is situated on the slopes of the E hill, with the stoa and the gymnasium to the E of this. To the NE of the gymnasium lies the macellum, to the W of the forum a colonnaded street, and to the W of the basilica a monumental propylon. There are temples on the high hills on the acropolis, while houses are scattered around the center of the city and other suitable parts of the site. Churches of the Christian period are to be found both inside and outside the city. Tombs are outside the city, especially on the W and S slopes of the acropolis. The finest and best-preserved rock tomb is to be found on the S. The W city gate is in ruins, and only sections of the W defense walls and towers are still standing. The second gate of the city is a gate with courtyard in a better state of preservation. Walking from here towards the E, one reaches first arcades and later a second theater. Kremna was built on a grid plan. The uneven surface of the acropolis is unsuitable for the application of such a plan, but instead of leveling the ground the main buildings were placed in the valleys, while the perpendicularly intersecting streets were led straight over the hills.
Very few of the buildings of the ancient city are still standing, most of them now consisting of mere heaps of stone and architectural fragments. The coins and sculpture found in Kremna are preserved in the Burdur Museum. (The Princeton Encyclopedia of Classical Sites)",19996438,,0,"{""type"": ""Point"", ""coordinates"": [30.695398, 37.4958065]}"
ngUB8s68gWLM9VrseU746jrHvWI,13563186,Komana,,,,None,11945199,Pamphylia,14007082,,https://pleiades.stoa.org/places/638812,,https://topostext.org/place/373303UKom,,,"Κόμανα - Komana, or Konane, town of Pisidia-Pamphylia, near Ürkütlü, Burdur, Turkey.
KOMAMA (Şerefönü) Turkey. City in Pisidia near Ürkütlü, 45 km S of Burdur, which first appears in the late Hellenistic period when it issued autonomous bronze coins. It belonged no doubt to the commune Milyadum mentioned by Cicero (Verr. 1.95), and may have been its capital. A colony was planted by Augustus about 6 B.C., entitled Colonia Julia Augusta Prima Fida Comama. As the site is on flat ground and completely unfortified, it seems to have been intended not so much to repress the unruly Pisidians as to serve as a market town spreading Roman influence by peaceful means; it was well situated near the junction of several important thoroughfares. The colonial coinage is of the 2d and 3d c. A.D. The surviving ruins are scanty. They lie on and around a hillock and consist merely of scattered blocks, some of which are inscribed and confirm the site. Nothing is standing. Many other cut blocks and inscriptions have been removed to neighboring villages. 
(The Princeton Encyclopedia of Classical Sites)",19996437,,0,"{""type"": ""Point"", ""coordinates"": [30.314318666667, 37.322094333333]}"
ngYF6G48kYFQ6ZvsiYx24nvxzYs,13562364,Termessos,,,,None,11945199,Pamphylia,14007082,,https://pleiades.stoa.org/places/639139,https://gazetteer.dainst.org/place/2280306,https://topostext.org/place/370305PTer,,,"Τερμησσός - Termessos, City in Pisidia-Pamphylia (SW Turkey)
An old Pisidian foundation on Gulluk Dag, 25 km NW of Antalya, more or less Hellenized by the 3d c. B.C. In poetic inscriptions the Termessians call themselves Solymians (TAM III.1.103, 127, 135; cf. Strab. 650), and probably they originally spoke a language which Strabo (631) calls Solymian and distinguishes from Pisidian; later this dialect died out, apart from personal names. The Solymi appear in Homer in the tale of Bellerophon (Il. 6.184).
(The Princeton Encyclopedia of Classical Sites)",19996444,,0,"{""type"": ""Point"", ""coordinates"": [30.467197, 36.982996]}"
ngJQ4J98vKwB1KgXtJ074ygWkLX,13562149,Selge,,,,None,11945199,Pamphylia,14007082,,https://pleiades.stoa.org/places/639100,https://gazetteer.dainst.org/place/2280301,https://topostext.org/place/372311PSel,,,"Σέλγη - Selge, Archaic to Late Antique polis in Pisidia-Pamphylia (SW Turkey)",19996446,,0,"{""type"": ""Point"", ""coordinates"": [31.126314999999998, 37.225411]}"
ngEL7y08qErWrFbQoF18qtbdfEy,13562370,Ariassos,,,,None,11945199,Pamphylia,14007082,,https://pleiades.stoa.org/places/638761,https://gazetteer.dainst.org/place/2283136,https://topostext.org/place/372305UAri,,,"Ariassos, town of Kabalia, monumental gateway and other buildings preserved, S of Bademağacı, Antalya. Pamyphylia-Pisidia.

In 1892, a French research expedition, led by Victor Bérard, made a groundbreaking discovery in the ruined city. They found the inscription which allowed the identification of this place as ancient Ariassos. However, the city had to wait nearly a hundred years, until 1988, for a systematic examination. Then it became of interest to the participants of an international research programme - Pisidia Survey Project, aimed at creating documentation of ancient cities in Pisidia. Works in Ariassos were conducted under the leadership of Dr. Stephen Mitchell of Swansea University in the UK. His team created a plan for the entire settlement and identified the remains of the most important public buildings, including - a theater, a nymphaeum, baths, a bouleuterion, a prytaneion and several necropoles. Near Ariassos 25 ancient inscriptions and the remains of three roads from Roman times were also discovered. In the following years of the project the course of the ramparts at a distance of 500 meters was accurately traced. In the lower part of the city the remains of two basilicas from the early days of Christianity were identified. In 1990, during the works that were the continuation of the project, almost 500 meters of fortifications surrounding the city and two Christian basilicas in the lower part of Ariassos were discovered. The residential district, an aqueduct and a road that once connected Ariassos and Termessos, were studied. Through the efforts of the research team the general picture of the city's history and its importance in the history of the region were clarified. br>The ruins of the city stretch between the slopes of two mountains, from the monumental gate to the old road to Termessos, on the distance of 600 meters. This monumental gate, built in the 3rd century AD, is the best preserved building in the city.
Other structures are located on the slopes on both sides of the main road. These include a bouleuterion, a prytaneion and a small temple dating back to the Hellenistic period. However, most of the buildings identified in Ariassos are from the times of the Roman Empire. Among them it is worth noting an extensive nymphaeum and a complex of baths, as well as many houses, situated on a hillside. In the area of Ariassos there are three necropoles - to the east, south and north of the center. Especially the latter one noteworthy, because of the numerous sarcophagi representing the so-called Pisidian style. Some of them have been carved from stone blocks. Ariasoss ruins are not guarded and there is no entrance fee. (https://turkisharchaeonews.net/site/ariassos)",19996443,,0,"{""type"": ""Point"", ""coordinates"": [30.471113499999998, 37.1808705]}"
ngPW5X58bRGH9QmDzP635emEqPD,13562155,Pednelissos,,,,None,11945199,Pamphylia,14007082,,https://pleiades.stoa.org/places/639046,,https://topostext.org/place/372309UPed,,,"Πεδνήλισσος - Pednelissos, city of Pisidia, near modern Kozan , Antalya, Turkey",19996445,,0,"{""type"": ""Point"", ""coordinates"": [30.935082666667, 37.213573]}"
ngXE8v98jZOP4YunhZQ72muMyZL,12448889,"Apollonia Pontike",,,,None,11945199,"Pontus Euxinus",12443620,,https://pleiades.stoa.org/places/216706,https://gazetteer.dainst.org/place/2066495,,Coastal,13960730,"Modern Sozopol. Excavated levels from the 7th century BCE onwards. Well attested numismatics.",18673811,,0,"{""type"": ""Point"", ""coordinates"": [27.694272, 42.420355]}"
ngIP2I28uIfAtJfMsIh0txfhjJc,12150522,Cappadocia,,,,None,11945199,Anatolia,14185768,,https://pleiades.stoa.org/places/628949,https://gazetteer.dainst.org/place/2043732,,,,,18405359,,0,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[38.25439453125, 39.09596293630547], [37.44140625, 39.20671884491848], [36.177978515625, 39.138581990583525], [33.99169921875, 38.865374851611634], [33.64013671875, 38.65119833229951], [32.76123046875, 38.36750215395045], [32.420654296875, 37.97884504049713], [32.10205078125, 37.67512527892127], [32.222900390625, 37.405073750176925], [32.98095703125, 37.29153547292737], [33.7939453125, 37.35269280367274], [34.617919921875, 37.53586597792038], [35.101318359375, 37.65773212628272], [35.61767578125, 37.76202988573211], [36.298828125, 37.97018468810549], [36.815185546875, 38.03078569382294], [37.276611328125, 38.12591462924157], [37.760009765625, 38.487994609214795], [38.16650390625, 38.77121637244273], [38.38623046875, 38.94232097947902], [38.353271484375, 39.06184913429154], [38.25439453125, 39.09596293630547]]]}]}"
